"","Style","Brewery_id","Beer_Name","Beer_ID","ABV","IBU","Ounces","Brewery_Name","City","State"
"851","American Amber / Red Ale",142,"Tocobaga Red Ale",569,0.072,75,12,"Cigar City Brewing Company","Tampa"," FL"
"852","American IPA",142,"Jai Alai IPA",546,0.075,70,12,"Cigar City Brewing Company","Tampa"," FL"
"853","Witbier",142,"Florida Cracker Belgian Wit",545,0.05,18,12,"Cigar City Brewing Company","Tampa"," FL"
"854","American Pale Wheat Ale",143,"Hunny Do Wheat",2347,0.048,18,12,"Third Street Brewhouse","Cold Spring"," MN"
"858","Light Lager",144,"Gansett Light",2345,0.037,10,16,"Narragansett Brewing Company","Providence"," RI"
"859","American Pilsner",144,"Bohemian Pils",2224,0.052,30,16,"Narragansett Brewing Company","Providence"," RI"
"860","Milk / Sweet Stout",144,"Autocrat Coffee Milk Stout",1775,0.053,30,16,"Narragansett Brewing Company","Providence"," RI"
"861","German Pilsener",144,"Narragansett Bohemian Pilsner",1291,0.086,35,16,"Narragansett Brewing Company","Providence"," RI"
"862","American Pale Wheat Ale",144,"Narragansett Summer Ale",1093,0.042,24,12,"Narragansett Brewing Company","Providence"," RI"
"863","Cream Ale",144,"Narragansett Cream Ale",580,0.05,22,16,"Narragansett Brewing Company","Providence"," RI"
"864","American Pale Wheat Ale",144,"Narragansett Summer Ale",403,0.042,24,16,"Narragansett Brewing Company","Providence"," RI"
"865","American Porter",144,"Narragansett Porter",316,0.07,22,16,"Narragansett Brewing Company","Providence"," RI"
"866","Bock",144,"Narragansett Bock",315,0.065,32,16,"Narragansett Brewing Company","Providence"," RI"
"867","Märzen / Oktoberfest",144,"Narragansett Fest Lager",314,0.055,15,16,"Narragansett Brewing Company","Providence"," RI"
"868","Altbier",145,"Little Red Cap",2339,0.063,43,12,"Grimm Brothers Brewhouse","Loveland"," CO"
"878","Belgian Strong Dark Ale",149,"Perpetual Darkness",2335,0.092,72,12,"Odyssey Beerwerks","Arvada"," CO"
"879","Scotch Ale / Wee Heavy",149,"Clan Warrior",2334,0.087,29,12,"Odyssey Beerwerks","Arvada"," CO"
"880","American Porter",149,"Psycho Penguin Vanilla Porter",2333,0.054,36,12,"Odyssey Beerwerks","Arvada"," CO"
"887","American Pale Ale (APA)",150,"Peacemaker Pale Ale",2329,0.057,47,12,"Lonerider Brewing Company","Raleigh"," NC"
"888","Hefeweizen",150,"Shotgun Betty",2327,0.058,11,12,"Lonerider Brewing Company","Raleigh"," NC"
"889","American Brown Ale",150,"Sweet Josie",2326,0.061,30,12,"Lonerider Brewing Company","Raleigh"," NC"
"890","American IPA",151,"Watershed IPA",2331,0.067,70,12,"Oakshire Brewing","Eugene"," OR"
"891","American Amber / Red Ale",151,"Oakshire Amber Ale",1669,0.054,24,12,"Oakshire Brewing","Eugene"," OR"
"892","American Stout",151,"Overcast Espresso Stout",1668,0.058,27,12,"Oakshire Brewing","Eugene"," OR"
"893","American IPA",151,"Watershed IPA (2013)",999,0.067,70,12,"Oakshire Brewing","Eugene"," OR"
"896","American IPA",153,"Juke Joint IPA",1755,0.07,60,12,"Tin Roof Brewing Company","Baton Rouge"," LA"
"897","American Porter",153,"Parade Ground Coffee Porter",1754,0.07,35,12,"Tin Roof Brewing Company","Baton Rouge"," LA"
"898","Fruit / Vegetable Beer",153,"Tin Roof Watermelon Wheat",1428,0.05,21,12,"Tin Roof Brewing Company","Baton Rouge"," LA"
"899","American Blonde Ale",153,"Tin Roof Blonde Ale",529,0.045,18,12,"Tin Roof Brewing Company","Baton Rouge"," LA"
"900","American Pale Ale (APA)",153,"Voodoo Bengal Pale Ale",495,0.055,37,12,"Tin Roof Brewing Company","Baton Rouge"," LA"
"901","American Amber / Red Ale",153,"Perfect Tin Amber",494,0.045,28,12,"Tin Roof Brewing Company","Baton Rouge"," LA"
"902","American Blonde Ale",154,"Knotty Blonde Ale",2319,0.04,18,12,"Three Creeks Brewing","Sisters"," OR"
"903","American Porter",154,"Fivepine Chocolate Porter",2317,0.062,40,12,"Three Creeks Brewing","Sisters"," OR"
"904","American IPA",154,"Hoodoo Voodoo IPA",2316,0.062,82,12,"Three Creeks Brewing","Sisters"," OR"
"905","American IPA",156,"Hopportunity Knocks IPA",2315,0.068,100,12,"Caldera Brewing Company","Ashland"," OR"
"907","American Pale Ale (APA)",156,"Caldera Pale Ale",1419,0.056,55,12,"Caldera Brewing Company","Ashland"," OR"
"908","American Adjunct Lager",156,"Lawnmower Lager",878,0.039,16,12,"Caldera Brewing Company","Ashland"," OR"
"909","American Amber / Red Ale",156,"Ashland Amber Ale (2009)",794,0.054,24,12,"Caldera Brewing Company","Ashland"," OR"
"910","American IPA",156,"Caldera IPA (2009)",793,0.061,94,12,"Caldera Brewing Company","Ashland"," OR"
"911","American IPA",156,"Caldera IPA (2007)",792,0.061,94,12,"Caldera Brewing Company","Ashland"," OR"
"912","American Pale Ale (APA)",156,"Caldera Pale Ale (2010)",791,0.056,55,12,"Caldera Brewing Company","Ashland"," OR"
"913","American Pale Ale (APA)",156,"Caldera Pale Ale (2009)",790,0.056,55,12,"Caldera Brewing Company","Ashland"," OR"
"914","American Pale Ale (APA)",156,"Caldera Pale Ale (2005)",789,0.056,55,12,"Caldera Brewing Company","Ashland"," OR"
"915","American Pale Ale (APA)",156,"Caldera Pale Ale (2007)",788,0.056,55,12,"Caldera Brewing Company","Ashland"," OR"
"916","American Pale Ale (APA)",156,"Caldera Pale Ale (2011)",38,0.056,55,12,"Caldera Brewing Company","Ashland"," OR"
"917","American Amber / Red Ale",156,"Ashland Amber Ale",37,0.054,24,12,"Caldera Brewing Company","Ashland"," OR"
"918","American IPA",156,"Caldera IPA",36,0.061,94,12,"Caldera Brewing Company","Ashland"," OR"
"919","American Pale Ale (APA)",157,"Wild Trail Pale Ale",2314,0.057,44,12,"Greenbrier Valley Brewing Company","Lewisburg"," WV"
"920","American Black Ale",157,"Mothman Black IPA",2313,0.067,71,12,"Greenbrier Valley Brewing Company","Lewisburg"," WV"
"921","American IPA",158,"Camelback",2312,0.061,60,12,"Phoenix Ale Brewery","Phoenix"," AZ"
"923","American Pilsner",159,"Lumberyard Pilsner",1153,0.053,20,12,"Lumberyard Brewing Company","Flagstaff"," AZ"
"926","Pumpkin Ale",160,"PUNK'N",2310,0.05,10,12,"Uinta Brewing Company","Salt Lake City"," UT"
"927","American Amber / Red Lager",160,"Yard Sale Winter Lager",2100,0.04,22,12,"Uinta Brewing Company","Salt Lake City"," UT"
"928","American IPA",160,"Trader Session IPA",1925,0.04,42,12,"Uinta Brewing Company","Salt Lake City"," UT"
"929","American IPA",160,"Hop Nosh IPA",1723,0.073,83,12,"Uinta Brewing Company","Salt Lake City"," UT"
"930","American Blonde Ale",160,"SUM'R",1212,0.04,17,12,"Uinta Brewing Company","Salt Lake City"," UT"
"931","Schwarzbier",160,"Organic Baba Black Lager",1097,0.04,32,12,"Uinta Brewing Company","Salt Lake City"," UT"
"932","American IPA",160,"Hop Notch IPA (2013)",1089,0.073,82,12,"Uinta Brewing Company","Salt Lake City"," UT"
"933","American Pale Ale (APA)",160,"Cutthroat Pale Ale",1088,0.04,34,12,"Uinta Brewing Company","Salt Lake City"," UT"
"934","American Pale Ale (APA)",160,"WYLD Extra Pale Ale",974,0.04,29,12,"Uinta Brewing Company","Salt Lake City"," UT"
"935","Kölsch",161,"Sunbru Kölsch",2309,0.052,17,12,"Four Peaks Brewing Company","Tempe"," AZ"
"937","Fruit / Vegetable Beer",161,"Four Peaks Peach Ale",1585,0.042,9,12,"Four Peaks Brewing Company","Tempe"," AZ"
"938","American IPA",161,"Hop Knot IPA",358,0.067,47,12,"Four Peaks Brewing Company","Tempe"," AZ"
"939","Scottish Ale",161,"Kilt Lifter Scottish-Style Ale (2009)",179,0.06,21,12,"Four Peaks Brewing Company","Tempe"," AZ"
"941","Saison / Farmhouse Ale",162,"River House",2308,0.05,20,16,"Martin House Brewing Company","Fort Worth"," TX"
"942","American Stout",162,"Pretzel Stout",2268,0.065,47,16,"Martin House Brewing Company","Fort Worth"," TX"
"943","American Amber / Red Ale",162,"Rubberneck Red",2197,0.05,35,16,"Martin House Brewing Company","Fort Worth"," TX"
"950","American IPA",164,"Homefront IPA",2305,0.06,70,12,"Sly Fox Brewing Company","Phoenixville"," PA"
"951","Saison / Farmhouse Ale",165,"Sundown",2304,0.071,36,12,"Round Guys Brewing","Lansdale"," PA"
"954","English Brown Ale",165,"Original Slacker Ale",1842,0.056,40,12,"Round Guys Brewing","Lansdale"," PA"
"957","Kölsch",165,"Dog Days Summer Ale",1552,0.045,28,12,"Round Guys Brewing","Lansdale"," PA"
"958","American Blonde Ale",166,"Beer Agent Re-Ignition",2303,0.053,22,16,"Great Crescent Brewery","Aurora"," IN"
"959","Fruit / Vegetable Beer",166,"Cherry Ale",1990,0.057,18,16,"Great Crescent Brewery","Aurora"," IN"
"960","American Porter",166,"Bourbon Barrel Aged Coconut Porter",1702,0.056,33,16,"Great Crescent Brewery","Aurora"," IN"
"961","American IPA",166,"Great Crescent IPA",1701,0.062,60,16,"Great Crescent Brewery","Aurora"," IN"
"962","Dortmunder / Export Lager",166,"Aurora Lager",1700,0.057,27,16,"Great Crescent Brewery","Aurora"," IN"
"963","American Blonde Ale",166,"Great Crescent Blonde Ale",1699,0.053,22,16,"Great Crescent Brewery","Aurora"," IN"
"964","American Porter",166,"Great Crescent Coconut Porter",1269,0.056,33,16,"Great Crescent Brewery","Aurora"," IN"
"965","Märzen / Oktoberfest",166,"Great Crescent Oktoberfest Lager",930,0.057,25,16,"Great Crescent Brewery","Aurora"," IN"
"966","American Brown Ale",166,"Great Crescent Brown Ale",649,0.045,36,16,"Great Crescent Brewery","Aurora"," IN"
"967","Fruit / Vegetable Beer",166,"Cherry Ale (1)",639,0.057,18,16,"Great Crescent Brewery","Aurora"," IN"
"968","Dortmunder / Export Lager",166,"Aurora Lager (2011)",626,0.057,27,16,"Great Crescent Brewery","Aurora"," IN"
"969","American Dark Wheat Ale",166,"Frosted Fields Winter Wheat",615,0.06,25,16,"Great Crescent Brewery","Aurora"," IN"
"970","Witbier",166,"Great Crescent Belgian Style Wit",478,0.051,13,16,"Great Crescent Brewery","Aurora"," IN"
"971","American Stout",166,"Bourbon's Barrel Stout",455,0.075,65,16,"Great Crescent Brewery","Aurora"," IN"
"972","English Stout",166,"Great Crescent Stout",442,0.08,66,16,"Great Crescent Brewery","Aurora"," IN"
"973","American Porter",166,"Great Crescent Coconut Porter (2012)",441,0.056,33,16,"Great Crescent Brewery","Aurora"," IN"
"974","Euro Dark Lager",166,"Great Crescent Dark Lager",440,0.057,23,16,"Great Crescent Brewery","Aurora"," IN"
"975","English Dark Mild Ale",166,"Great Crescent Mild Ale",439,0.042,26,16,"Great Crescent Brewery","Aurora"," IN"
"976","American IPA",166,"Great Crescent IPA (2011)",436,0.062,60,16,"Great Crescent Brewery","Aurora"," IN"
"977","American Blonde Ale",166,"Great Crescent Blonde Ale (2011)",389,0.053,22,16,"Great Crescent Brewery","Aurora"," IN"
"978","American IPA",167,"Pinner Throwback IPA",2302,0.049,35,12,"Oskar Blues Brewery","Longmont"," CO"
"984","American Pale Ale (APA)",167,"Dale's Pale Ale",1444,0.065,65,12,"Oskar Blues Brewery","Longmont"," CO"
"985","American Pale Ale (APA)",167,"Dale's Pale Ale",1252,0.065,65,12,"Oskar Blues Brewery","Longmont"," CO"
"986","Czech Pilsener",167,"Mama's Little Yella Pils",1167,0.053,35,19.2,"Oskar Blues Brewery","Longmont"," CO"
"989","American Pale Ale (APA)",167,"Dale's Pale Ale",955,0.065,65,19.2,"Oskar Blues Brewery","Longmont"," CO"
"991","American Pale Ale (APA)",167,"Dale's Pale Ale (10 Year Anniversary)",892,0.065,65,12,"Oskar Blues Brewery","Longmont"," CO"
"992","American Pale Ale (APA)",167,"Dale's Pale Ale (2012)",828,0.065,65,12,"Oskar Blues Brewery","Longmont"," CO"
"993","American Double / Imperial IPA",167,"Gordon Imperial Red (2010)",806,0.087,85,12,"Oskar Blues Brewery","Longmont"," CO"
"994","American Pale Ale (APA)",167,"Dale's Pale Ale (2011)",755,0.065,65,12,"Oskar Blues Brewery","Longmont"," CO"
"995","American Pale Ale (APA)",167,"Dale's Pale Ale (2010)",754,0.065,65,12,"Oskar Blues Brewery","Longmont"," CO"
"996","American Double / Imperial IPA",167,"G'KNIGHT (16 oz.)",726,0.087,85,16,"Oskar Blues Brewery","Longmont"," CO"
"999","American Strong Ale",167,"HGH (Home Grown Hops): Part Duh",585,0.08,70,12,"Oskar Blues Brewery","Longmont"," CO"
"1001","American Double / Imperial IPA",167,"One Hit Wonder",391,0.09,60,12,"Oskar Blues Brewery","Longmont"," CO"
"1002","American Double / Imperial IPA",167,"G'KNIGHT (12 oz.)",388,0.087,85,12,"Oskar Blues Brewery","Longmont"," CO"
"1003","Russian Imperial Stout",167,"Ten Fidy Imperial Stout",8,0.099,98,12,"Oskar Blues Brewery","Longmont"," CO"
"1004","Czech Pilsener",167,"Mama's Little Yella Pils",7,0.053,35,12,"Oskar Blues Brewery","Longmont"," CO"
"1005","American Double / Imperial IPA",167,"GUBNA Imperial IPA",6,0.099,100,12,"Oskar Blues Brewery","Longmont"," CO"
"1006","Scottish Ale",167,"Old Chub",5,0.08,35,12,"Oskar Blues Brewery","Longmont"," CO"
"1007","American Double / Imperial IPA",167,"Gordon Ale (2009)",4,0.087,85,12,"Oskar Blues Brewery","Longmont"," CO"
"1008","American Pale Ale (APA)",167,"Dale's Pale Ale",1,0.065,65,12,"Oskar Blues Brewery","Longmont"," CO"
"1012","American Pilsner",169,"The Golden One",2295,0.063,21,12,"High Hops Brewery","Windsor"," CO"
"1013","American Pale Ale (APA)",169,"The Power of Zeus",2294,0.07,68,12,"High Hops Brewery","Windsor"," CO"
"1014","American Blonde Ale",170,"Aviator Raspberry Blonde",2293,0.049,25,12,"Crooked Fence Brewing Company","Garden City"," ID"
"1017","American IPA",171,"Little Sister India Style Session Ale",2292,0.043,60,12,"Everybody's Brewing","White Salmon"," WA"
"1018","American IPA",171,"Country Boy IPA",1504,0.062,80,12,"Everybody's Brewing","White Salmon"," WA"
"1023","Oatmeal Stout",172,"Barney Flats Oatmeal Stout",1520,0.057,13,12,"Anderson Valley Brewing Company","Boonville"," CA"
"1024","Cream Ale",172,"Summer Solstice",1350,0.056,4,12,"Anderson Valley Brewing Company","Boonville"," CA"
"1025","American IPA",172,"Hop Ottin' IPA",1327,0.07,80,12,"Anderson Valley Brewing Company","Boonville"," CA"
"1026","American Amber / Red Ale",172,"Boont Amber Ale",1326,0.058,15,12,"Anderson Valley Brewing Company","Boonville"," CA"
"1027","Oatmeal Stout",172,"Barney Flats Oatmeal Stout",1221,0.057,13,12,"Anderson Valley Brewing Company","Boonville"," CA"
"1028","Vienna Lager",172,"El Steinber Dark Lager",1217,0.055,25,16,"Anderson Valley Brewing Company","Boonville"," CA"
"1029","American Amber / Red Ale",172,"Boont Amber Ale (2010)",811,0.058,15,12,"Anderson Valley Brewing Company","Boonville"," CA"
"1030","Cream Ale",172,"Summer Solstice Cerveza Crema (2009)",753,0.056,4,12,"Anderson Valley Brewing Company","Boonville"," CA"
"1031","Oatmeal Stout",172,"Barney Flats Oatmeal Stout (2012)",572,0.057,13,12,"Anderson Valley Brewing Company","Boonville"," CA"
"1032","Winter Warmer",172,"Winter Solstice",523,0.069,6,12,"Anderson Valley Brewing Company","Boonville"," CA"
"1033","American IPA",172,"Hop Ottin' IPA (2011)",367,0.07,80,12,"Anderson Valley Brewing Company","Boonville"," CA"
"1034","American Amber / Red Ale",172,"Boont Amber Ale (2011)",78,0.058,15,12,"Anderson Valley Brewing Company","Boonville"," CA"
"1035","Cream Ale",172,"Summer Solstice (2011)",77,0.056,4,12,"Anderson Valley Brewing Company","Boonville"," CA"
"1036","American Pale Ale (APA)",172,"Poleeko Gold Pale Ale (2009)",76,0.055,28,12,"Anderson Valley Brewing Company","Boonville"," CA"
"1039","American Double / Imperial IPA",173,"Second Fiddle",1929,0.082,80,16,"Fiddlehead Brewing Company","Shelburne"," VT"
"1040","American Porter",173,"Hodad Porter",1858,0.055,30,16,"Fiddlehead Brewing Company","Shelburne"," VT"
"1065","American Pale Ale (APA)",177,"Pride of Texas Pale Ale",2229,0.058,60,12,"Rahr & Sons Brewing Company","Fort Worth"," TX"
"1079","American Pale Ale (APA)",178,"Bitter Bitch",1979,0.061,60,12,"18th Street Brewery","Gary"," IN"
"1082","Winter Warmer",180,"Santa's Secret",2255,0.059,22,16,"Carolina Brewery","Pittsboro"," NC"
"1085","American IPA",181,"Salamander Slam",2254,0.07,73,16,"Frog Level Brewing Company","Waynesville"," NC"
"1086","Belgian Pale Ale",182,"Blonde Hunny",2253,0.068,21,12,"Wild Wolf Brewing Company","Nellysford"," VA"
"1087","Scotch Ale / Wee Heavy",182,"Wild Wolf Wee Heavy Scottish Style Ale",1318,0.057,20,12,"Wild Wolf Brewing Company","Nellysford"," VA"
"1088","American Pilsner",182,"Wild Wolf American Pilsner",1195,0.045,25,12,"Wild Wolf Brewing Company","Nellysford"," VA"
"1089","American Pale Ale (APA)",182,"Alpha Ale",1194,0.051,45,12,"Wild Wolf Brewing Company","Nellysford"," VA"
"1091","American Blonde Ale",183,"Horny Toad Cerveza",2214,0.053,25,16,"COOP Ale Works","Oklahoma City"," OK"
"1092","American Amber / Red Ale",183,"Native Amber",2213,0.063,35,16,"COOP Ale Works","Oklahoma City"," OK"
"1093","American IPA",183,"F5 IPA",1442,0.068,100,16,"COOP Ale Works","Oklahoma City"," OK"
"1094","American Amber / Red Ale",183,"Native Amber (2013)",170,0.063,35,16,"COOP Ale Works","Oklahoma City"," OK"
"1095","American Blonde Ale",183,"Horny Toad Cerveza (2013)",169,0.053,25,16,"COOP Ale Works","Oklahoma City"," OK"
"1096","American Strong Ale",184,"Seventh Son of a Seventh Son",2250,0.077,40,16,"Seventh Son Brewing Company","Columbus"," OH"
"1097","English Brown Ale",184,"Stone Fort Brown Ale",1768,0.053,20,16,"Seventh Son Brewing Company","Columbus"," OH"
"1098","American Amber / Red Ale",184,"Seventh Son Hopped Red Ale",1767,0.077,40,16,"Seventh Son Brewing Company","Columbus"," OH"
"1099","American Pale Ale (APA)",184,"Humulus Nimbus Super Pale Ale",1766,0.06,53,16,"Seventh Son Brewing Company","Columbus"," OH"
"1100","American IPA",184,"Golden Ratio IPA",1765,0.07,68,16,"Seventh Son Brewing Company","Columbus"," OH"
"1101","Baltic Porter",185,"Lake Monster",2247,0.082,25,16,"Oasis Texas Brewing Company","Austin"," TX"
"1102","English Bitter",185,"London Homesick Ale",2071,0.049,27,12,"Oasis Texas Brewing Company","Austin"," TX"
"1103","Keller Bier / Zwickel Bier",185,"Luchesa Lager",2070,0.048,35,12,"Oasis Texas Brewing Company","Austin"," TX"
"1104","American Pale Ale (APA)",185,"Slow Ride",2069,0.048,35,12,"Oasis Texas Brewing Company","Austin"," TX"
"1105","Light Lager",188,"Lobo Lito",2238,0.04,12,12,"Pedernales Brewing Company","Fredericksburg"," TX"
"1106","American Pilsner",188,"Robert Earl Keen Honey Pils",2144,0.05,17,12,"Pedernales Brewing Company","Fredericksburg"," TX"
"1107","American Blonde Ale",189,"Towhead",2237,0.052,21,12,"Mother's Brewing","Springfield"," MO"
"1108","American IPA",189,"Lil' Helper",2208,0.07,70,12,"Mother's Brewing","Springfield"," MO"
"1110","American IPA",191,"Day Hike Session",2235,0.041,41,12,"Two Beers Brewing Company","Seattle"," WA"
"1111","American IPA",191,"Trailhead ISA",1661,0.048,48,12,"Two Beers Brewing Company","Seattle"," WA"
"1112","American Amber / Red Ale",191,"Immersion Amber",1660,0.052,27,12,"Two Beers Brewing Company","Seattle"," WA"
"1113","American IPA",191,"Evo IPA",1659,0.062,70,12,"Two Beers Brewing Company","Seattle"," WA"
"1115","American IPA",191,"Evolutionary IPA (2012)",1173,0.062,70,12,"Two Beers Brewing Company","Seattle"," WA"
"1116","American Pale Ale (APA)",191,"Persnickety Pale",560,0.057,36,12,"Two Beers Brewing Company","Seattle"," WA"
"1117","American Brown Ale",191,"SoDo Brown Ale",519,0.054,20,12,"Two Beers Brewing Company","Seattle"," WA"
"1118","American Amber / Red Ale",191,"Immersion Amber Ale (2011)",518,0.052,27,12,"Two Beers Brewing Company","Seattle"," WA"
"1119","American IPA",191,"Evolutionary IPA (2011)",505,0.062,70,12,"Two Beers Brewing Company","Seattle"," WA"
"1120","American IPA",191,"Trailhead India Style Session Ale (2011)",482,0.048,48,12,"Two Beers Brewing Company","Seattle"," WA"
"1123","American Pale Ale (APA)",192,"Snow King Pale Ale",1606,0.06,55,12,"Snake River Brewing Company","Jackson"," WY"
"1124","Foreign / Export Stout",192,"Zonker Stout",617,0.054,36,12,"Snake River Brewing Company","Jackson"," WY"
"1125","English Brown Ale",192,"OB-1 Organic Ale",407,0.05,22,12,"Snake River Brewing Company","Jackson"," WY"
"1126","Vienna Lager",192,"Snake River Lager",406,0.05,18,12,"Snake River Brewing Company","Jackson"," WY"
"1127","American Pale Ale (APA)",192,"Snake River Pale Ale",402,0.052,32,12,"Snake River Brewing Company","Jackson"," WY"
"1128","American IPA",192,"Pako’s EyePA",393,0.068,60,12,"Snake River Brewing Company","Jackson"," WY"
"1129","American Black Ale",193,"Dark Voyage Black IPA (2013)",2227,0.065,80,12,"Capital Brewery","Middleton"," WI"
"1130","Vienna Lager",193,"Wisconsin Amber",2226,0.052,28,12,"Capital Brewery","Middleton"," WI"
"1131","Munich Helles Lager",193,"Lake House",2225,0.046,18,12,"Capital Brewery","Middleton"," WI"
"1132","American IPA",193,"Ghost Ship White IPA",1954,0.056,55,12,"Capital Brewery","Middleton"," WI"
"1133","Munich Helles Lager",193,"Lake House",1910,0.046,18,16,"Capital Brewery","Middleton"," WI"
"1134","American IPA",193,"Mutiny IPA",1177,0.062,70,12,"Capital Brewery","Middleton"," WI"
"1143","American Pale Ale (APA)",195,"Mountain Rescue Pale Ale",2205,0.055,40,12,"Goodlife Brewing Co.","Bend"," OR"
"1145","American IPA",197,"Goose Island India Pale Ale",2198,0.059,55,12,"Goose Island Brewery Company","Chicago"," IL"
"1146","American Pale Lager",198,"Couch Select Lager",2196,0.05,14,12,"Burnside Brewing Co.","Portland"," OR"
"1147","American Blonde Ale",199,"Double D Blonde",2195,0.049,20,12,"Hop Valley Brewing Company","Springfield"," OR"
"1148","American Strong Ale",199,"Festeroo Winter Ale",1605,0.078,60,12,"Hop Valley Brewing Company","Springfield"," OR"
"1149","American IPA",199,"Proxima IPA",1543,0.063,70,12,"Hop Valley Brewing Company","Springfield"," OR"
"1150","American Blonde Ale",199,"Double D Blonde (2013)",1390,0.049,20,12,"Hop Valley Brewing Company","Springfield"," OR"
"1151","American Pale Lager",199,"541 American Lager",1354,0.048,13,12,"Hop Valley Brewing Company","Springfield"," OR"
"1152","American IPA",199,"Alphadelic IPA",1353,0.065,90,12,"Hop Valley Brewing Company","Springfield"," OR"
"1153","American IPA",199,"Alphadelic IPA (2011)",499,0.065,90,12,"Hop Valley Brewing Company","Springfield"," OR"
"1154","American Blonde Ale",199,"Double D Blonde (2011)",498,0.049,20,12,"Hop Valley Brewing Company","Springfield"," OR"
"1155","American IPA",200,"Worthy IPA",2194,0.069,69,12,"Worthy Brewing Company","Bend"," OR"
"1156","Kölsch",200,"Easy Day Kolsch",1514,0.045,25,12,"Worthy Brewing Company","Bend"," OR"
"1157","American Double / Imperial IPA",200,"Lights Out Vanilla Cream Extra Stout",1513,0.077,30,12,"Worthy Brewing Company","Bend"," OR"
"1158","American IPA",200,"Worthy IPA (2013)",1512,0.069,69,12,"Worthy Brewing Company","Bend"," OR"
"1159","American Pale Ale (APA)",200,"Worthy Pale",1511,0.06,50,12,"Worthy Brewing Company","Bend"," OR"
"1164","American Amber / Red Ale",202,"Loki Red Ale",2191,0.075,53,16,"Fearless Brewing Company","Estacada"," OR"
"1167","American Amber / Red Ale",202,"Loki Red Ale (2013)",895,0.075,53,16,"Fearless Brewing Company","Estacada"," OR"
"1170","American IPA",203,"Campside Session IPA",2190,0.045,50,16,"Upland Brewing Company","Bloomington"," IN"
"1171","Witbier",203,"Upland Wheat Ale",1951,0.045,15,16,"Upland Brewing Company","Bloomington"," IN"
"1173","American IPA",204,"Tsunami IPA",2186,0.072,75,19.2,"Mehana Brewing Co.","Hilo"," HI"
"1174","American IPA",204,"Tsunami IPA",2185,0.072,75,12,"Mehana Brewing Co.","Hilo"," HI"
"1175","American Blonde Ale",204,"Humpback Blonde Ale",2184,0.042,22,12,"Mehana Brewing Co.","Hilo"," HI"
"1176","American Porter",204,"Hawaiian Crow Porter",2178,0.052,27,12,"Mehana Brewing Co.","Hilo"," HI"
"1177","American Amber / Red Ale",204,"Volcano Red Ale",2177,0.052,23,12,"Mehana Brewing Co.","Hilo"," HI"
"1178","American Pale Ale (APA)",204,"Mauna Kea Pale Ale",2176,0.054,42,12,"Mehana Brewing Co.","Hilo"," HI"
"1184","American IPA",206,"Mound Builder IPA",2175,0.065,77,12,"People's Brewing Company","Lafayette"," IN"
"1185","American IPA",206,"Amazon Princess IPA",2168,0.062,62,12,"People's Brewing Company","Lafayette"," IN"
"1199","American IPA",207,"Vortex IPA",318,0.074,97,16,"Fort George Brewery","Astoria"," OR"
"1200","American Amber / Red Ale",208,"Evil Owl",2167,0.052,40,12,"Branchline Brewing Company","San Antonio"," TX"
"1202","Doppelbock",209,"Lewbricator Wheat Dopplebock ",2162,0.075,24,12,"Kalona Brewing Company","Kalona"," IA"
"1203","American IPA",210,"City of the Sun",2159,0.075,85,16,"Modern Times Beer","San Diego"," CA"
"1204","American IPA",210,"Booming Rollers",2157,0.068,75,16,"Modern Times Beer","San Diego"," CA"
"1205","American Pale Ale (APA)",210,"Oneida",2156,0.052,50,16,"Modern Times Beer","San Diego"," CA"
"1206","American Amber / Red Ale",210,"Aurora ",2154,0.067,75,16,"Modern Times Beer","San Diego"," CA"
"1207","Saison / Farmhouse Ale",210,"Lomaland",1495,0.055,30,16,"Modern Times Beer","San Diego"," CA"
"1208","American Pale Wheat Ale",210,"Fortunate Islands",1494,0.047,46,16,"Modern Times Beer","San Diego"," CA"
"1209","American Stout",210,"Black House",1493,0.058,40,16,"Modern Times Beer","San Diego"," CA"
"1210","American Amber / Red Ale",210,"Blazing World",1492,0.065,115,16,"Modern Times Beer","San Diego"," CA"
"1215","American IPA",212,"#002 American I.P.A.",2148,0.071,60,12,"Wisconsin Brewing Company","Verona"," WI"
"1217","American IPA",212,"#004 Session I.P.A.",2146,0.048,38,12,"Wisconsin Brewing Company","Verona"," WI"
"1225","American Pale Wheat Ale",214,"Monarch Classic American Wheat",2129,0.043,21,12,"Grapevine Craft Brewery","Farmers Branch"," TX"
"1226","English Brown Ale",214,"Sir William's English Brown Ale",2127,0.049,21,12,"Grapevine Craft Brewery","Farmers Branch"," TX"
"1227","American Pale Ale (APA)",214,"Lakefire Rye Pale Ale",2126,0.055,35,12,"Grapevine Craft Brewery","Farmers Branch"," TX"
"1228","American Blonde Ale",215,"1836",2125,0.06,40,12,"Buffalo Bayou Brewing Company","Houston"," TX"
"1229","Witbier",215,"Summer's Wit",2124,0.06,20,12,"Buffalo Bayou Brewing Company","Houston"," TX"
"1230","American Double / Imperial IPA",215,"More Cowbell",2123,0.09,118,16,"Buffalo Bayou Brewing Company","Houston"," TX"
"1231","Saison / Farmhouse Ale",216,"First Stand",2119,0.055,35,12,"Texian Brewing Co.","Richmond"," TX"
"1232","American Brown Ale",216,"Battle LIne",2118,0.063,23,12,"Texian Brewing Co.","Richmond"," TX"
"1233","Dunkelweizen",216,"Broken Bridge",2117,0.056,12,12,"Texian Brewing Co.","Richmond"," TX"
